rank,title,author,url,rating,ratings_count,reviews_count,description,format,language,published
132,1984,George Orwell,https://www.goodreads.com/book/show/61439040-1984,4.20,"5,566,829 ratings","161,146 reviews","A masterpiece of rebellion and imprisonment where war is peace freedom is slavery and Big Brother is watching. Thought Police, Big Brother, Orwellian - these words have entered our vocabulary because of George Orwell's classic dystopian novel 1984. The story of one man's Nightmare Odyssey as he pursues a forbidden love affair through a world ruled by warring states and a power structure that controls not only information but also individual thought and memory 1984 is a prophetic haunting tale More relevant than ever before 1984 exposes the worst crimes imaginable the destruction of truth freedom and individuality. With a foreword by Thomas Pynchon. This beautiful paperback edition features deckled edges and french flaps a perfect gift for any occasion Alternate cover edition can be found here .","368 pages, Paperback",English,"November 4, 1948"
133,Never Lie,Freida McFadden,https://www.goodreads.com/book/show/62080187-never-lie,4.08,"1,568,620 ratings","131,678 reviews","Newlyweds Tricia and Ethan are searching for the house of their dreams. But when they visit the remote manor that once belonged to Dr. Adrienne Hale, a renowned psychiatrist who vanished without a trace four years earlier, a violent winter storm traps them at the estate… with no chance of escape until the blizzard comes to an end. In search of a book to keep her entertained until the snow abates, Tricia happens upon a secret room. One that contains audio transcripts from every single patient Dr. Hale has ever interviewed. As Tricia listens to the cassette tapes, she learns about the terrifying chain of events leading up to Dr. Hale’s mysterious disappearance. Tricia plays the tapes one by one, late into the night. With each one, another shocking piece of the puzzle falls into place, and Dr. Adrienne Hale’s web of lies slowly unravels. And then Tricia reaches the final cassette. The one that reveals the entire horrifying truth.","286 pages, Kindle Edition",English,"September 19, 2022"
134,The Count of Monte Cristo,Alexandre Dumas,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,4.33,"1,041,105 ratings","43,536 reviews","An alternative cover edition for this ISBN can be found here Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and becomes determined not only to escape but to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. A huge popular success when it was first serialized in the 1840s, Dumas was inspired by a real-life case of wrongful imprisonment when writing his epic tale of suffering and retribution.","1276 pages, Paperback",English,"January 1, 1844"
135,None of This Is True,Lisa Jewell,https://www.goodreads.com/book/show/62334530-none-of-this-is-true,4.07,"1,138,291 ratings","114,043 reviews","Celebrating her forty-fifth birthday at her local pub, popular podcaster Alix Summers crosses paths with an unassuming woman called Josie Fair. Josie, it turns out, is also celebrating her forty-fifth birthday. They are, in fact, birthday twins. A few days later, Alix and Josie bump into each other again, this time outside Alix’s children’s school. Josie has been listening to Alix’s podcasts and thinks she might be an interesting subject for her series. She is, she tells Alix, on the cusp of great changes in her life. Josie’s life appears to be strange and complicated, and although Alix finds her unsettling, she can’t quite resist the temptation to keep making the podcast. Slowly she starts to realise that Josie has been hiding some very dark secrets, and before she knows it, Josie has inveigled her way into Alix’s life—and into her home. But, as quickly as she arrived, Josie disappears. Only then does Alix discover that Josie has left a terrible and terrifying legacy in her wake, and that Alix has become the subject of her own true crime podcast, with her life and her family’s lives under mortal threat. Who is Josie Fair? And what has she done?","390 pages, Hardcover",English,"August 8, 2023"
136,Before I Go to Sleep,S.J. Watson,https://www.goodreads.com/book/show/9736930-before-i-go-to-sleep,,,,,,,
137,"Big Little Lies (Big Little Lies, #1)",Liane Moriarty,https://www.goodreads.com/book/show/33516773-big-little-lies,4.31,"1,127,413 ratings","60,408 reviews","An alternative cover edition for this ISBN can be found here . From the author of Truly Madly Guilty and The Husband s Secret comes a novel about the dangerous little lies we tell ourselves just to survive. A murder...A tragic accident...Or just parents behaving badly? What’s indisputable is that someone is dead. Madeline is a force to be reckoned with. She’s funny, biting, and passionate; she remembers everything and forgives no one. Celeste is the kind of beautiful woman who makes the world stop and stare but she is paying a price for the illusion of perfection. New to town, single mom Jane is so young that another mother mistakes her for a nanny. She comes with a mysterious past and a sadness beyond her years. These three women are at different crossroads, but they will all wind up in the same shocking place. Big Little Lies is a brilliant take on ex-husbands and second wives, mothers and daughters, schoolyard scandal, and the little lies that can turn lethal.","460 pages, Paperback",English,"December 25, 2014"
138,The Paris Apartment,Lucy Foley,https://www.goodreads.com/book/show/58468990-the-paris-apartment,3.64,"732,670 ratings","60,113 reviews","From the New York Times bestselling author of The Guest List comes a new locked room mystery, set in a Paris apartment building in which every resident has something to hide… Jess needs a fresh start. She’s broke and alone, and she’s just left her job under less than ideal circumstances. Her half-brother Ben didn’t sound thrilled when she asked if she could crash with him for a bit, but he didn’t say no, and surely everything will look better from Paris. Only when she shows up – to find a very nice apartment, could Ben really have afforded this? – he’s not there. The longer Ben stays missing, the more Jess starts to dig into her brother’s situation, and the more questions she has. Ben’s neighbors are an eclectic bunch, and not particularly friendly. Jess may have come to Paris to escape her past, but it’s starting to look like it’s Ben’s future that’s in question. The socialite – The nice guy – The alcoholic – The girl on the verge – The concierge Everyone’s a neighbor. Everyone’s a suspect. And everyone knows something they’re not telling.","360 pages, Hardcover",English,"February 22, 2022"
139,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,https://www.goodreads.com/book/show/43822820-the-family-upstairs,3.95,"579,250 ratings","43,644 reviews","An alternative cover edition for this ISBN can be found here . Soon after her twenty-fifth birthday, Libby Jones returns home from work to find the letter she’s been waiting for her entire life. She rips it open with one driving thought: I am finally going to know who I am. She soon learns not only the identity of her birth parents, but also that she is the sole inheritor of their abandoned mansion on the banks of the Thames in London’s fashionable Chelsea neighborhood, worth millions. Everything in Libby’s life is about to change. But what she can’t possibly know is that others have been waiting for this day as well—and she is on a collision course to meet them. Twenty-five years ago, police were called to 16 Cheyne Walk with reports of a baby crying. When they arrived, they found a healthy ten-month-old happily cooing in her crib in the bedroom. Downstairs in the kitchen lay three dead bodies, all dressed in black, next to a hastily scrawled note. And the four other children reported to live at Cheyne Walk were gone. The can’t-look-away story of three entangled families living in a house with the darkest of secrets.","352 pages, Hardcover",English,"August 6, 2019"
140,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret,,,,,,,
141,"You (You, #1)",Caroline Kepnes,https://www.goodreads.com/book/show/36430011-you,3.96,"295,338 ratings","28,610 reviews","When a beautiful, aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone would do: he Googles the name on her credit card. There is only one Guinevere Beck in New York City. She has a public Facebook account and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown University, she lives on Bank Street, and she’ll be at a bar in Brooklyn tonight—the perfect place for a “chance” meeting. As Joe invisibly and obsessively takes control of Beck’s life, he orchestrates a series of events to ensure Beck finds herself in his waiting arms. Moving from stalker to boyfriend, Joe transforms himself into Beck’s perfect man, all while quietly removing the obstacles that stand in their way—even if it means murder. A terrifying exploration of how vulnerable we all are to stalking and manipulation.","464 pages, Paperback",English,"September 25, 2014"
142,Lock Every Door,Riley Sager,https://www.goodreads.com/book/show/41837243-lock-every-door,3.88,"310,189 ratings","34,947 reviews","No visitors. No nights spent away from the apartment. No disturbing the other residents, all of whom are rich or famous or both. These are the only rules for Jules Larsen's new job as an apartment sitter at the Bartholomew, one of Manhattan's most high-profile and mysterious buildings. Recently heartbroken and just plain broke, Jules is taken in by the splendor of her surroundings and accepts the terms, ready to leave her past life behind. As she gets to know the residents and staff of the Bartholomew, Jules finds herself drawn to fellow apartment sitter Ingrid, who comfortingly, disturbingly reminds her of the sister she lost eight years ago. When Ingrid confides that the Bartholomew is not what it seems and the dark history hidden beneath its gleaming facade is starting to frighten her, Jules brushes it off as a harmless ghost story—until the next day, when Ingrid disappears. Searching for the truth about Ingrid's disappearance, Jules digs deeper into the Bartholomew's dark past and into the secrets kept within its walls. Her discovery that Ingrid is not the first apartment sitter to go missing at the Bartholomew pits Jules against the clock as she races to unmask a killer, expose the building's hidden past, and escape the Bartholomew before her temporary status becomes permanent.","381 pages, ebook",English,"July 2, 2019"
143,The Woman in the Window,A.J. Finn,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window,3.94,"896,156 ratings","65,948 reviews","Anna Fox lives alone, a recluse in her New York City home, unable to venture outside. She spends her day drinking wine (maybe too much), watching old movies, recalling happier times . . . and spying on her neighbors. Then the Russells move into the house across the way: a father, a mother and their teenage son. The perfect family. But when Anna, gazing out her window one night, sees something she shouldn’t, her world begins to crumble and its shocking secrets are laid bare. What is real? What is imagined? Who is in danger? Who is in control? In this diabolically gripping thriller, no one—and nothing—is what it seems.","455 pages, Kindle Edition",English,"January 2, 2018"
144,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,https://www.goodreads.com/book/show/4556058-the-last-olympian,4.55,"1,165,073 ratings","51,356 reviews","All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.","381 pages, Hardcover",English,"May 5, 2009"
145,"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10,3.72,"790,051 ratings","53,764 reviews","Lo Blacklock, a journalist who writes for a travel magazine, has just been given the assignment of a lifetime: a week on a luxury cruise with only a handful of cabins. The sky is clear, the waters calm, and the veneered, select guests jovial as the exclusive cruise ship, the Aurora, begins her voyage in the picturesque North Sea. At first, Lo's stay is nothing but pleasant: the cabins are plush, the dinner parties are sparkling, and the guests are elegant. But as the week wears on, frigid winds whip the deck, gray skies fall, and Lo witnesses what she can only describe as a dark and terrifying nightmare: a woman being thrown overboard. The problem? All passengers remain accounted for and so, the ship sails on as if nothing has happened, despite Lo's desperate attempts to convey that something (or someone) has gone terribly, terribly wrong.","341 pages, Hardcover",English,"June 30, 2016"
146,Pretty Girls,Karin Slaughter,https://www.goodreads.com/book/show/25574782-pretty-girls,4.00,"742,871 ratings","70,916 reviews","Twenty years ago Claire Scott's eldest sister, Julia, went missing. No one knew where she went - no note, no body. It was a mystery that was never solved and it tore her family apart. Now another girl has disappeared, with chilling echoes of the past. And it seems that she might not be the only one. Claire is convinced Julia's disappearance is linked. But when she begins to learn the truth about her sister, she is confronted with a shocking discovery, and nothing will ever be the same...","432 pages, Paperback",English,"July 2, 2015"
147,Eragon (The Inheritance Cycle #1),Christopher Paolini,https://www.goodreads.com/book/show/113436.Eragon,3.97,"1,956,407 ratings","32,967 reviews","An alternate cover edition for ISBN 9780375826696 can be found here. One boy... One dragon... A world of adventure. When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy nearly as old as the Empire itself. Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds. Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands.","503 pages, Paperback",English,"June 1, 2002"
148,Home Before Dark,Riley Sager,https://www.goodreads.com/book/show/50833559-home-before-dark,,,,,,,
149,The Very Hungry Caterpillar,Eric Carle,https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar,,,,,,,
150,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,https://www.goodreads.com/book/show/2373.The_Bone_Collector,,,,,,,
151,The Only One Left,Riley Sager,https://www.goodreads.com/book/show/62703226-the-only-one-left,4.13,"646,638 ratings","82,498 reviews","At seventeen, Lenora Hope Hung her sister with a rope Now reduced to a schoolyard chant, the Hope family murders shocked the Maine coast one bloody night in 1929. While most people assume seventeen-year-old Lenora was responsible, the police were never able to prove it. Other than her denial after the killings, she has never spoken publicly about that night, nor has she set foot outside Hope’s End, the cliffside mansion where the massacre occurred. Stabbed her father with a knife Took her mother’s happy life It’s now 1983, and home-health aide Kit McDeere arrives at a decaying Hope’s End to care for Lenora after her previous nurse fled in the middle of the night. In her seventies and confined to a wheelchair, Lenora was rendered mute by a series of strokes and can only communicate with Kit by tapping out sentences on an old typewriter. One night, Lenora uses it to make a tantalizing offer— I want to tell you everything. “It wasn’t me,” Lenora said But she’s the only one not dead As Kit helps Lenora write about the events leading to the Hope family massacre, it becomes clear there’s more to the tale than people know. But when new details about her predecessor’s departure come to light, Kit starts to suspect Lenora might not be telling the complete truth—and that the seemingly harmless woman in her care could be far more dangerous than she first thought.","383 pages, Hardcover",English,"June 20, 2023"
152,The Couple Next Door,Shari Lapena,https://www.goodreads.com/book/show/28815474-the-couple-next-door,,,,,,,
153,Behind Closed Doors,B.A. Paris,https://www.goodreads.com/book/show/29437949-behind-closed-doors,,,,,,,
154,Final Girls,Riley Sager,https://www.goodreads.com/book/show/32796253-final-girls,,,,,,,
155,No Exit,Taylor  Adams,https://www.goodreads.com/book/show/35522836-no-exit,3.98,"220,011 ratings","26,198 reviews","A kidnapped little girl locked in a stranger's van. No help for miles. What would you do? Darby Thorne is a college student stranded by a blizzard at a highway rest stop in the middle of nowhere. She’s on the way home to see her sick mother. She’ll have to spend the night in the rest stop with four complete strangers. Then she stumbles across a little girl locked inside one of their parked cars. There is no cell phone reception, no telephone, no way out because of the snow, and she doesn’t know which one of the other travelers is the kidnapper. Who is the little girl? Why has she been taken? And how can Darby save her?","287 pages, Kindle Edition",English,"June 25, 2017"
156,"The Last Thing He Told Me (Hannah Hall, #1)",Laura Dave,https://www.goodreads.com/book/show/54981009-the-last-thing-he-told-me,3.83,"1,171,264 ratings","74,892 reviews","A Goodreads Top 20 Book of the Last 5 Years Don’t miss the #1 New York Times bestselling blockbuster and Reese Witherspoon Book Club Pick that’s sold over 5 million copies—now streaming on Apple TV+ starring Jennifer Garner! The “page-turning, exhilarating” (PopSugar) and “heartfelt thriller” (Real Simple) about a woman who thinks she’s found the love of her life—until he disappears. Before Owen Michaels disappears, he smuggles a note to his beloved wife of one year: Protect her. Despite her confusion and fear, Hannah Hall knows exactly to whom the note refers—Owen’s sixteen-year-old daughter, Bailey. Bailey, who lost her mother tragically as a child. Bailey, who wants absolutely nothing to do with her new stepmother. As Hannah’s increasingly desperate calls to Owen go unanswered, as the FBI arrests Owen’s boss, as a US marshal and federal agents arrive at her Sausalito home unannounced, Hannah quickly realizes her husband isn’t who he said he was. And that Bailey just may hold the key to figuring out Owen’s true identity—and why he really disappeared. Hannah and Bailey set out to discover the truth. But as they start putting together the pieces of Owen’s past, they soon realize they’re also building a new future—one neither of them could have anticipated. With its breakneck pacing, dizzying plot twists, and evocative family drama, The Last Thing He Told Me is a “page-turning, exhilarating, and unforgettable” (PopSugar) suspense novel.","307 pages, Hardcover",English,"May 4, 2021"
157,Looking for Alaska,John Green,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,3.96,"1,761,484 ratings","83,517 reviews","Before. Miles “Pudge” Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave “the Great Perhaps” even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Because down the hall is Alaska Young. The gorgeous, clever, funny, sexy, self-destructive, screwed up, and utterly fascinating Alaska Young. She is an event unto herself. She pulls Pudge into her world, launches him into the Great Perhaps, and steals his heart. Then. . . . After. Nothing is ever the same.","221 pages, Paperback",English,"January 1, 2005"
158,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,4.24,"3,178,454 ratings","42,518 reviews","Narnia… the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free. Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first her brothers and sister don't believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize they've been called to a great adventure and bravely join the battle to free Narnia from the Witch's sinister spell.","206 pages, Paperback",English,"October 16, 1950"
159,Then She Was Gone,Lisa Jewell,https://www.goodreads.com/book/show/35297426-then-she-was-gone,4.04,"1,034,635 ratings","77,970 reviews","THEN She was fifteen, her mother's golden girl. She had her whole life ahead of her. And then, in the blink of an eye, Ellie was gone. NOW It’s been ten years since Ellie disappeared, but Laurel has never given up hope of finding her daughter. And then one day a charming and charismatic stranger called Floyd walks into a café and sweeps Laurel off her feet. Before too long she’s staying the night at this house and being introduced to his nine year old daughter. Poppy is precocious and pretty - and meeting her completely takes Laurel's breath away. Because Poppy is the spitting image of Ellie when she was that age. And now all those unanswered questions that have haunted Laurel come flooding back. What happened to Ellie? Where did she go? Who still has secrets to hide?","359 pages, Paperback",English,"July 27, 2017"
160,A Flicker in the Dark,Stacy Willingham,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark,3.97,"618,416 ratings","52,598 reviews","When Chloe Davis was twelve, six teenage girls went missing in her small Louisiana town. By the end of the summer, Chloe’s father had been arrested as a serial killer and promptly put in prison. Chloe and the rest of her family were left to grapple with the truth and try to move forward while dealing with the aftermath. Now 20 years later, Chloe is a psychologist in private practice in Baton Rouge and getting ready for her wedding. She finally has a fragile grasp on the happiness she’s worked so hard to get. Sometimes, though, she feels as out of control of her own life as the troubled teens who are her patients. And then a local teenage girl goes missing, and then another, and that terrifying summer comes crashing back. Is she paranoid, and seeing parallels that aren't really there, or for the second time in her life, is she about to unmask a killer? In a debut novel that has already been optioned for a limited series by actress Emma Stone and sold to a dozen countries around the world, Stacy Willingham has created an unforgettable character in a spellbinding thriller that will appeal equally to fans of Gillian Flynn and Karin Slaughter.","357 pages, Hardcover",English,"January 11, 2022"
161,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,4.17,"938,247 ratings","19,197 reviews",Charlie Bucket's wonderful adventure begins when he finds one of Mr. Willy Wonka's precious Golden Tickets and wins a whole day inside the mysterious chocolate factory. Little does he know the surprises that are in store for him! (back cover),"176 pages, Paperback",English,"January 17, 1964"
162,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,https://www.goodreads.com/book/show/23437156-six-of-crows,4.45,"1,173,235 ratings","126,131 reviews",Alternate cover of ISBN 9781627792127 Ketterdam : a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone... A convict with a thirst for revenge A sharpshooter who can’t walk away from a wager A runaway with a privileged past A spy known as the Wraith A Heartrender using her magic to survive the slums A thief with a gift for unlikely escapes Six dangerous outcasts. One impossible heist. Kaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first.,"480 pages, Hardcover",English,"September 29, 2015"
163,The Adventures of Tom Sawyer,Mark Twain,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,3.92,"1,028,015 ratings","17,203 reviews","The exploits of Tom Sawyer, a consummate prankster with a quick wit, captivate children of all ages. Yet through the novel's humorous escapades, from the episodes of the whitewashed fence and the ordeal in the cave to the trial of Injun Joe, Mark Twain explores deeper themes within the adult world Tom will one day join. These include the baser human instincts of dishonesty and superstition, murder and revenge, starvation and slavery.","244 pages, Paperback",English,"January 1, 1876"
164,Middlesex,Jeffrey Eugenides,https://www.goodreads.com/book/show/2187.Middlesex,4.04,"666,624 ratings","28,704 reviews","The astonishing tale of a gene that passes down through three generations of a Greek-American family and flowers in the body of a teenage girl. In the spring of 1974, Calliope Stephanides, a student at a girls' school in Grosse Pointe, finds herself drawn to a chain-smoking, strawberry blond classmate with a gift for acting. The passion that furtively develops between them--along with Callie's failure to develop--leads Callie to suspect that she is not like other girls. In fact, she is not really a girl at all. The explanation for this shocking state of affairs takes us out of suburbia- back before the Detroit race riots of 1967, before the rise of the Motor City and Prohibition, to 1922, when the Turks sacked Smyrna and Callie's grandparents fled for their lives. Back to a tiny village in Asia Minor where two lovers, and one rare genetic mutation, set in motion the metamorphosis that will turn Callie into a being both mythical and perfectly a hermaphrodite. Spanning eight decades--and one unusually awkward adolescence- Jeffrey Eugenides's long-awaited second novel is a grand, utterly original fable of crossed bloodlines, the intricacies of gender, and the deep, untidy promptings of desire.","529 pages, Paperback",English,"September 4, 2002"
165,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind,,,,,,,
166,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,4.21,"1,223,934 ratings","58,959 reviews","Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago. Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live.","210 pages, Paperback",English,"August 18, 1997"
167,The Curious Incident of the Dog in the Night-Time,Mark Haddon,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,3.89,"1,609,503 ratings","62,494 reviews","Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow. This improbable story of Christopher’s quest to investigate the suspicious death of a neighborhood dog makes for one of the most captivating, unusual, and widely heralded novels in recent years.","226 pages, Paperback",English,"July 31, 2003"
168,"Holes (Holes, #1)",Louis Sachar,https://www.goodreads.com/book/show/38709.Holes,4.01,"1,374,429 ratings","30,888 reviews","Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten-pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys’ detention center, Camp Green Lake, where the boys build character by spending all day, every day digging holes exactly five feet wide and five feet deep. There is no lake at Camp Green Lake. But there are an awful lot of holes. It doesn’t take long for Stanley to realize there’s more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. But what could be buried under a dried-up lake? Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment—and redemption.","272 pages, Paperback",English,"August 20, 1998"
169,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,,,,,,,
170,The Unbearable Lightness of Being,Milan Kundera,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,,,,,,,
171,The Name of the Rose,Umberto Eco,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,4.14,"399,129 ratings","15,948 reviews","The year is 1327. Franciscans in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns to the logic of Aristotle, the theology of Aquinas, and the empirical insights of Roger Bacon to find the killer. He collects evidence, deciphers secret symbols and coded manuscripts, and digs into the eerie labyrinth of the abbey (“where the most interesting things happen at night”) armed with a wry sense of humor and a ferocious curiosity.","552 pages, Paperback",English,"September 1, 1980"
172,On the Road,Jack Kerouac,https://www.goodreads.com/book/show/70401.On_the_Road,3.61,"452,333 ratings","23,509 reviews","A quintessential novel of America & the Beat Generation On the Road chronicles Jack Kerouac's years traveling the N. American continent with his friend Neal Cassady, ""a sideburned hero of the snowy West."" As ""Sal Paradise"" & ""Dean Moriarty,"" the two roam the country in a quest for self-knowledge & experience. Kerouac's love of America, compassion for humanity & sense of language as jazz combine to make On the Road an inspirational work of lasting importance. This classic novel of freedom & longing defined what it meant to be ""Beat"" & has inspired every generation since its initial publication.","307 pages, Paperback",English,"September 5, 1957"
173,Where the Red Fern Grows,Wilson Rawls,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,4.13,"444,187 ratings","16,041 reviews","Billy, Old Dan, and Little Ann—a boy and his two dogs... A loving threesome, they ranged the dark hills and river bottoms of Cherokee County. Old Dan had the brawn, Little Ann had the brains—and Billy had the will to train them to be the finest hunting team in the valley. Glory and victory were coming to them, but sadness waited too. And close by was the strange and wonderful power that's only found... Where the Red Fern Grows —An exciting tale of love and adventure you'll never forget. (from the back cover)","272 pages, Mass Market Paperback",English,"January 1, 1961"
174,"The Godfather (The Godfather, #1)",Mario Puzo,https://www.goodreads.com/book/show/22034.The_Godfather,4.40,"469,099 ratings","15,739 reviews","The Godfather—the epic tale of crime and betrayal that became a global phenomenon. Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to family—these are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness.","428 pages, Paperback",English,"March 10, 1969"
175,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,https://www.goodreads.com/book/show/6148028-catching-fire,4.36,"4,216,652 ratings","156,696 reviews","Sparks are igniting. Flames are spreading. And the Capitol wants revenge. Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create. Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying. In Catching Fire , the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.","391 pages, Hardcover",English,"September 1, 2009"
176,The Song of Achilles,Madeline Miller,https://www.goodreads.com/book/show/13623848-the-song-of-achilles,4.30,"2,054,589 ratings","221,343 reviews","Alternate cover edition of ISBN 9780062060624 . Achilles, ""the best of all the Greeks,"" son of the cruel sea goddess Thetis and the legendary king Peleus, is strong, swift, and beautiful, irresistible to all who meet him. Patroclus is an awkward young prince, exiled from his homeland after an act of shocking violence. Brought together by chance, they forge an inseparable bond, despite risking the gods' wrath. They are trained by the centaur Chiron in the arts of war and medicine, but when word comes that Helen of Sparta has been kidnapped, all the heroes of Greece are called upon to lay siege to Troy in her name. Seduced by the promise of a glorious destiny, Achilles joins their cause, and torn between love and fear for his friend, Patroclus follows. Little do they know that the cruel Fates will test them both as never before and demand a terrible sacrifice.","408 pages, Paperback",English,"September 20, 2011"
