rank,title,author,search_rating_info,url,rating,ratings_count,reviews_count,description,format,language,published
11,تاكسي: حواديت المشاوير,Khaled Al Khamissi,"3.68 avg rating — 16,007 ratings",https://www.goodreads.com/book/show/2508854._,3.68,"16,007 ratings","1,514 reviews","تاكسي: حواديت المشاوير الذي لاقى نجاحا نقديا وجماهيريا كبيرا وغير متوقع، فأثنى عليه الكثير من الكتاب والنقاد واستضافت مؤلفه عدد من البرامج التلفزيونية مثل العاشرة مساء والبيت بيتك والقاهرة اليوم، ووصفه د. عبد الوهاب المسيري بأنه ""عمل إبداعي أصيل ومتعة فكرية حقيقية""، وقال عنه د. جلال أمين أنه من أجمل ما قرأ من كتب في وصف المجتمع المصري كما كتب عنه صفحة كاملة بجريدة المصري اليوم. والكتاب عبارة عن حوارات بين الراوي وسائقي التاكسي بالقاهرة يتناولون فيها بصراحة بالغة أوضاع البلاد والسياسة والاقتصاد والتطرف والمظاهرات والجنس وحياتهم وهمومهم الشخصية. كتاب ممتع ومرآة صادقة لفئة لماحة تتعامل مع المجتمع كله. المؤلف خالد الخميسي حاصل على ماجستير في العلوم السياسية من جامعة السوربون، إعلامي ومنتج ومخرج وكاتب سيناريو، له العديد من الدراسات الاجتماعية والسياسية، ويكتب في عدة صحف","224 pages, Paperback",Arabic,"December 1, 2006"
12,العصبي,أحمد جمال الدين رمضان,"4.59 avg rating — 2,901 ratings",https://www.goodreads.com/book/show/30528544,,,,,,,
13,شيكاجو,Alaa Al Aswany,"3.43 avg rating — 22,821 ratings",https://www.goodreads.com/book/show/1220507._,3.43,"22,821 ratings","2,090 reviews",يقول الأستاذ جلال أمين عن هذه الرواية المتميزة: ها هى رواية علاء الأسوانى الجديدة «شيكاجو» تستحق بدورها نجاحًا مماثلاً وبنفس القدر من الجدارة كالذى استحقته عمارة يعقوبيان. فرحت عند انتهائى من قراءتها لأكثر من سبب، فقد أكدت لى هذه القراءة أن لدينا بالفعل أديبًا كبيرًا وموهوبًا، وظهر أن عمارة يعقوبيان ليست ظاهرة منفردة لا تتكرر، بل إن من الممكن أن تتكرر المرة بعد المرة. فى الرواية الجديدة (شيكاجو) كل مزايا الرواية السابقة: التشويق الذى يبدأ من أول صفحة ويستمر إلى آخر صفحة، أسلوب الكتابة السلس والسريع الذى يصيب الهدف باستمرار بلا تثاقل أو تسكع، الرسم الواضح والمتسق للشخصيات، اللغة العربية الراقية دون تكلف أو تعمد الإغراب، وقبل كل شيء وفوق كل شيء، نُبل المعني، إذ لا جدوى فى رأيى من رواية مهما كانت درجة تشويقها وإتقانها إذا لم تكن نبيلة المقصد، وإذا كان المقصد تافهًا أو حقيرًا قضى على ما قد يكون للمهارة والشطارة من أثر فى نفس القارئ http://www.titaniumstores.com/dp/9770...,"456 pages, Paperback",Arabic,"January 1, 2007"
14,رجال حول الرسول,خالد محمد خالد,"4.39 avg rating — 8,692 ratings",https://www.goodreads.com/book/show/2784555,4.39,"8,692 ratings",559 reviews,سيرة وحياة ستين شخصية إسلامية كان لها أثر مباشر في نشر الدين الإسلامي، والدعوة إلى الله تعالى؛ وهؤلاء الرجال هم: مصعب بن عمير، سلمان الفارسي، أبو ذر الغفاري، بلال بن رباح، عبدالله بن عمر، سعد بن أبي وقاص، صهيب بن سنان، معاذ بن جبل، المقداد بن عمرو، سعيد بن عامر، حمزة بن المطلب، عبد الله بن مسعود، حذيفة بن اليمان، عامر بن ياسر، عبادة بن الصامت، خبات بن الأرت، أبو عبيدة بن الجراح، عثمان بن مطعون، يزيد بن حارثة، جعفر بن أبي طالب، عبد الله بن رواحة، خالد بن الوليد، قيس بن سعد بن عبادة، عمير بن وهب، أبو الورداد، زيد بن الخطاب، طلحة بن عبيد الله، الزبير بن العوام، خبيب بن عدي، عمير بن سعد، زيد بن ثابت، خالد بن سعيد، أبو أيوب الأنصاري، العباس بن عبد المطلب، ثابت بن قيس، أسيد بن حضير، عبد الرحمن بن عوف، أبو جابر عبد الله بن عمرو بن مرام، عمرو بن الجموح، أبي بن كعب، حبيب بن زيد، سعد بن معاذ، سعد بن عبادة، أسامة بن زيد، عبد الرحمن بن أبي بكر، عبد الله بن عمرو بن العاص، أبو سفيان بن الحارث، عمران بن حصين، سلمة بن الأكوع، عبد الله بن عباس، عباد بن بشر، سهيل بن عمرو، أبو موسى الأشعري، الطفيل بن عمرو، عمرو بن العاص، سالم حولى أبي حذيفة.,456 pages,,"September 1, 1964"
15,com نسيان,Ahlam Mosteghanemi,"3.67 avg rating — 29,339 ratings",https://www.goodreads.com/book/show/6621287-com,3.67,"29,339 ratings","2,552 reviews","هذا الكتاب للكاتبة الشهيرة والتي ""صُنّفت من بين النساء العشر الأكثر تأثيراً في العالم العربي، والأولى في مجال الأدب بتجاوز مبيعات كتبها مليونين وثلاثمئة ألف نسخة""، هو ""جردة نسائية ضدّ الذكورة، دفاعاً عن الرجولة، تلك الآسرة التي نباهي بوقوعنا في فتنتها، إذ من دونها ما كنّا لنكون إناثاً ولا نساءً"". بلغتها البليغة الجميلة والمباشرة والواضحة، تعبّر الكاتبة عن حقائق موجودة وواقعية وحسية، لا تتخيل منها شيئا، بل قد تتعدى أحياناً تفاصيل واقعها الفعلي حدود أي خيال رحب، ثم تصل إلى نتائج واستنتاجات وبيانات وأحكام ونصائح مهما اختلفت الاراء في تأثيرها ومفعولها وحكمتها، ومهما تنوعت ردود الفعل عليها، فإن مصدرها صادق وغني ونابع من تجربة ومن فضول ميداني بعيد كل البعد عن التنظير والنظرية، يكشف بالكشافات الضوئية الساطعة كل زوايا وخفايا ما يدور في ساحات مساحات واسعة حقيقية. تشكو الكاتبة من اختفاء رجولة ""الرجال""، بما معناه اختفاء كل الصفات الأخلاقية والعشقية الحميدة التي تتوخاها المرأة منهم، فكيف الخلاص للمرأة في حبها للرجل؟ تجد لها حلا وتنصحها وتدعوها: ""أحبيه كما لم تحب امرأة/ وانسيه كما ينسى الرجال""، هي لا تتوق إلى التماثل مع الرجال ""قليلي الحب""، بصورتهم الحالية المندّد بها، فلتبق المرأة على طبيعتها الأصلية في حبها ومحبتها للرجل، ولتتعلم فقط كيف تكون كالرجال في النسيان. تأتي الكاتبة على ذكر العديد من الشعراء والفلاسفة والكتّاب، وتستشهد بأقوالهم وأحاديثهم التي تقوّي عصب موضوعها وتغنيه: ""لا يمكن حصر عدد الكتّاب الذين، عبر الأزمنة والحضارات وبكل اللغات، عملوا مرشدين عاطفيين للتائهين من العشاق في الأزقة والشوارع الجانبية للحبّ. ليس لي هذا الادّعاء. أنا مجرد ممرضة لا تملك سوى حقيبة إسعافات أوّلية لإيقاف نزيف القلوب الأنثوية عند الفراق "". ""في النهاية، ما النسيان سوى قلب صفحة من كتاب العمر""، لكن قد يكون وزن الصفحة ثقيلا بحيث وجدت الكاتبة لنفسها دوراً في تخفيف هذا الوزن ما استطاعت، بل وقلب الصفحة نيابة عن القارئ. تقول بتواضع وهدف عملي نبيل: ""دعوني أحاول، ربما استطعت قلب صفحتكم هذه. ذلك أنه من الأسهل قلب صفحة الآخرين"". يتضمن الكتاب المرفق بـ C.D بعنوان ""أيها النسيان هبني قبلتك"" من كلمات الكاتبة، وألحان وغناء جاهدة وهبي، عدداً من إشارات الفصول تحمل هذه العناوين: هكذا تورطت في هذا الكتاب، وهاتف النسيان، ونصائح بقطيع من الجمال، وصفات لنسيان رجل، وكما ينسى الرجال، وكمائن الذاكرة، ونساء في مهبّ النسيان، ومن قصص النساء الغبيات، وتانغو النسيان وميثاق شرف أنثوي. كتاب ممتع وملفت ومثير للمعرفة وللجدل في مواضيع تهم القرّاء، فيه الكثير من الحقائق والأحاسيس وجعبة من الاستنتاجات حصيلة تجارب ومراقبة ميدانية للأوضاع بحيث يمكن لأي امرأة، ولأي رجل، الاستفادة من صدقها وواقعيتها","335 pages, Paperback",Arabic,"January 1, 2009"
16,واحة الغروب,Bahaa Taher,"3.82 avg rating — 14,869 ratings",https://www.goodreads.com/book/show/3240691,3.82,"14,869 ratings","1,884 reviews",هذه الرواية حاصلة على الجائزة العالمية للرواية العربية 2008 وقد طبع منها 3 طبعات خلال سنة يعود بهاء طاهر فى روايته الجديدة والبديعة «واحة الغروب» والتى لاقت نجاحا جماهيريا واستحسانا نقديا كبيرا، إلى نهايات القرن التاسع عشر، وبداية الاحتلال البريطانى لمصر. حيث يُرسل ضابط البوليس المصرى محمود عبدالظاهر، والذى كان يعيش حياة لاهية بين الحانات وبنات الليل، إلى واحة سيوة لشك السلطات فى تعاطفه مع الأفكار الثورية لجمال الدين الأفغانى وأحمد عرابى. فيصطحب زوجته الأيرلندية «كاثرين» الشغوفة بالآثار، والتى تبحث عن مقبرة الإسكندر الأكبر، لينغمسا فى عالم جديد شديد الثراء والخصوصية يجبرهما وأهل الواحة على مواجهة أنفسهم فى زمن اختلطت فيه الانتهازية والخيانة والرغبة بالحب والبطولة. تعكس أحداث الرواية أيضا مزجا إبداعيا بين الماضى والحاضر وال.... والموضوعى والتاريخ والواقع يعبر عن هموم الوطن كما يقدم تجربة العلاقة بين الشرق والغرب على المستويين الإنسانى والحضارى بما فيها من صراع وتوافق,"325 pages, Paperback",Arabic,"November 1, 2006"
17,جدد حياتك,Muhammad Al-Ghazali,"4.21 avg rating — 11,905 ratings",https://www.goodreads.com/book/show/3553395,4.21,"11,905 ratings","1,304 reviews",«فى هذا الكتاب مقارنة بين تعاليم الإسلام كما وصلت إلينا، وبين أصدق ما وصلت إليه حضارة الغرب فى أدب النفس والسلوك فى محاولة للكشف عن روعة التقارب وصدق التطابق» .. هذه بعض كلمات المؤلف التى عبر بها عن سبب كتابته لهذا العمل الفريد، خاصة بعد قراءته لكتاب «دع القلق وابدأ الحياة» لديل كارنيجى وقد اعتمد فى هذا العمل على جانبين رئيسين: فهو يعرض نصوص وأحكام الإسلام ويقابل بها كتابات وتجارب وشواهد كارنيجى .. تأكيدًا لقيمة الإسلام ومنهجه فى التعامل مع النفس البشرية فمن القلق إلى الثبات إلى العمل إلى مشكلات الفراغ إلى محاسبة النفس وغيرها حيث تتنوع موضوعات هذا الكتاب تنوعًا ممتعًا.,236 pages,Arabic,"January 1, 1987"
18,عبقرية عمر,عباس محمود العقاد,"4.17 avg rating — 8,283 ratings",https://www.goodreads.com/book/show/3437465,4.17,"8,283 ratings",791 reviews,نبذة موقع النيل والفرات: امتطى العقاد لهذا الكتاب صهوة فكره، بغية الإحاطة بعظمة بطله، فبطله ذو لونٍ جديد، وعبقريته ذات طابع فريد، والكتاب ليس سرداً لسيرة عمر بن الخطاب، ولا عرضاً لتاريخ عصره، وإنما هو وصف له، ودراسة لأطواره، ودلالة على خصائص عظمته، واستفادة من هذه الخصائص لعلم النفس، وعلم الأخلاق، وحقائق الحياة، لذلك ركز العقاد على ما يفيد هذه الدراسة، سواء لديه أكان من حادث صغير أم عظيم. كما أظهر حرجه عندما حاول أن يجاري من يسمون بالكتّاب المنصفين، الذين يقرنون المدائح بالمعايب، ويمزجون النقائص بالمناقب، ولا يأتون بحسنة إلا نقبوا عن سيئة تمحوها، أو تقلل منها، وكأن سّر حرج العقاد، أنه لم يجد عيباً ولا ما يستحق اللوم في حياة عمر وأطواره، مما جعله يتوقع أن يتهم بالمغالاة والتحيز والإعجاب، إذ كيف يحاسب -هو أو غيره- عمر بن الخطاب، وقد كان عمر يحاسب نفسه بأعنف مما كان يمكن أن يحاسبه غيره؟,"240 pages, Paperback",Arabic,"January 1, 1941"
19,في ظلال القرآن,Sayyid Qutb,"4.53 avg rating — 3,543 ratings",https://www.goodreads.com/book/show/3318993,4.53,"3,543 ratings",153 reviews,"خواطر وانطباعات من فترة عاشها سيد قطب في ظلال القرآن دوّنها في هذه المجلدات الستة منطلقاً في ذلك من حقيقة أبدية وهي أن القرآن حقيقة ذات كينونة مستمرة كهذا الكون ذاته، الكون كتاب الله المنظور، والقرآن كتاب الله المقروء، وكلاهما شاهد ودليل على صاحبه المبدع، كما أن كليهما كائن ليعمل. فالكون بنواحيه ما زال يتحرك ويؤدي دوره الذي قدره له بارئه والقرآن كذلك أدى دوره للبشرية، وما يزال هو هو، والإنسان ما يزال هو هو في حقيقته وفي أصل فطرته. وهذا القرآن هو خطاب الله لهذا الإنسان، فيمن خاطبهم الله به، خطاب لا يتغير فهو يخاطبه في أصل فطرته وفي أصل حقيقته، لذا كان لا بد من التمعن أكثر لإدراك المعاني التي رمت إليها سوره وآياته، ولإدراك ما فيه من الحيوية الكامنة لتلقي التوجيه المدخر منه للجماعة المسلمة في كل جيل، وذلك من خلال استحضار سيد قطب في تصوره كينونة الجماعة المسلمة الأولى التي خوطبت بهذا القرآن لأول مرة للعيش معها لتمثلها في بشريتها الحقيقية، وفي حياتها الواقعية، وفي مشكلاتها الإنسانية، وبتأمل قيادة القرآن لها قيادة مباشرة في شؤونها اليومية وفي أهدافها الكلية على السواء، ويرى كيف يأخذ القرآن بيدها خطوة خطوة، لينتقل بعدها إلى الجماعة الإسلامية اليوم المخاطبة بالقرآن في مثل ما خوطبت به الجماعة الأولى، فالبشرية بكل خصائصها المعروفة، تملك الاستجابة للقرآن، والانتفاع بقيادته في ذات الطريق. بهذه النظرة رأى سيد قطب بأن القرآن حياً يعمل في حياة المسلمة الأولى، ويملك أن يعمل في حياة المسلمين اليوم والقرآن هو اليوم معهم وكذلك غداً، وأنه ليس مجرد تراتيل تعبدية بعيدة عن واقع المسلمين المحدد، كما أنه ليس تاريخاً نص وانقضى وبطلت فاعليته وتفاعله مع الحياة البشرية. من هذا المنطلق يمضي سيد قطب في ظلال القرآن يستشف معانيه، يفسر آياته بأسلوب بعيد عن ساليب أئمة التفسير المتقدمين، ملتزماً بروح تفاسيرهم وبجوهرها، ليحاكي عقولاً اختلفت في منهجيتها وبطريقة تفكيرها وتنظيرها للأمور والوقائع عن عقول معاصري أئمة التفسير المتقدمين. حيث يورد السورة معرفاً بها وبعدد آياتها ومكية هي أم مدنية والراجح عنده. ثم يمضي في إيراد الآيات حيث يورد مجموعة من الآيات متتابعة تدور معانيها ضمن السياق نفسه فيأخذ في استشفاف مدلولاتها مجتمعة ليفسرها بعد ذلك آية آية مستنداً إلى المأثور في التفسير وهذا لم يمنعه من إيراد التفسير بلغة معاصرة تدور في معانيها خواطر إيمانية عميقة يعكس من خلالها سيد قطب التوجه التربوي القرآني الذي يأخذ بعين الاعتبار الإنسان بخلجاته وسكناته، بنفسيته وتألباتها ومتطلباتها وأهوائها، وبالمعطيات الآنية والمستقبلية التي تمتد امتداد حياة الإنسان على وجه الأرض. حرك سيد قطب في تفسيره فطرة الإنسان، وأبرز جنوح المسلم عن إدراك المعاني الحقيقية للقرآن وآياته بالحجب التي تقيمها الأهواء والعصبيات والجهل دون تلك الفطرة. ولم يغفل قطب عن استخراج المسائل الفقهية التي حملتها معاني الآيات والآراء الواردة اتفاقاً واختلافاً حولها، ولم تفته اللفتات التربوية عن إبراز النواحي الإعجازية الفنية التي حفلت بها آيات القرآن. لقد شكّل ""في ظلال القرآن"" منعطفاً هاماً في تفسير القرآن، حاك سيد قطب المسلم بلغة معاصرة، بأسلوب يفهمه ويعقله، وبروحية هي أقرب إلى روح العصر الذي غلبت عليه معطيات سياسية، اجتماعية، اقتصادية، إنسانية... عايشها القرآن بآياتها كما عايش روح القرون الماضية، وكما سيعايش القرون القادمة إلى آخر الزمان، واستشفها سيد قطب فجاءت خواطر دوّنها ""في ظلال القرآن"".","4012 pages, Hardcover",Arabic,"January 1, 1971"
20,الأيام,Taha Hussein,"3.65 avg rating — 12,161 ratings",https://www.goodreads.com/book/show/3371137,3.65,"12,161 ratings","1,237 reviews","كتاب ""الأيام"" أشهر من أن يعرّف، وهو بجانب قيمته الأدبية الرفيعة باعتباره طرازاً فريداً من السير الذاتية لشخصية أدبيه قل أن يجود الزمان بمثلها، وصدق وعذوبة وطلاوة أسلوب، وهى مزايا يكاد يستأثر بها، فإن هذا العمل يمهد لإحاطة القارئ بدنيا طه حسين والروافد الفكرية والثقافية التى شكلت مذهبه ومنهجه. وفي هذه الطبعة اجتمعت الكتب الثلاثة في مجلد واحد لتكون باقة من الذكريات والسطور المليئة بالصور التى جادت بها ذاكرة عميد الأدب العربي.","520 pages, Paperback",Arabic,"January 1, 1927"
21,عبقرية محمد,عباس محمود العقاد,"4.13 avg rating — 9,349 ratings",https://www.goodreads.com/book/show/3838932,4.13,"9,349 ratings","1,085 reviews","نبذة المؤلف: إنه لنافع لمن يقدرون محمداً، وليس بنافع لمحمد أن يقدروه؛ لأنه فى عظمته الخالدة لا يضار بإنكار، ولا ينال منه بغى الجهلاء، إلا كما نال منه بغى الكفار.. وإنه لنافع للمسلم أن يقدر محمداً بالشواهد والبينات التى يراها غير المسلم، فلا يسعه إلا أن يقدرها ويجرى على مجراه فيها.. لأن مسلماً يقدر محمداً على هذا النحو يحب محمداً مرتين: مرة بحكم دينه الذى لا يشاركه فيه غيره، ومرة بحكم الشمائل الإنسانية التى يشترك فيها جميع الناس. وحسبنا من ""عبقرية محمد"" أن نقيم البرهان على أن محمداً عظيم فى كل ميزان: عظيم فى ميزان الدين، وعظيم فى ميزان العلم، وعظيم فى ميزان الشعور، وعظيم عند من يختلفون فى العقائد، ولا يسعهم أن يختلفوا فى الطبائع الآدمية، إلا أن يرين العنت على الطبائع فتنحرف عن السواء وهى خاسرة بانحرافها، ولا خسارة على السواء. إن عمل محمد لكاف جد الكفاية لتخويله المكان الأسنى من التعظيم والإعجاب والثناء... إنه نقل قومه من الإيمان بالأصنام إلى الإيمان بالله، ولم تكن أصناماً كأصناه يويان، يحسب للمعجب بها ذوق الجمال إن فاته أن يحسب له هدى الضمير.. ولكنها أصنام شائهات كتعاويذ السحر التى تفسد الأذواق وتفسد العقول..فنقلهم محمد من عبادة هذه الدمامة إلى عبادة الحق الأعلى.. عبادة خالق الكون الذى لا خالق سواه، ونقل العالم كله من ركود إلى حركة، ومن فوضى إلى نظام، ومن مهانة حيوانية إلى كرامة إنسانية، ولم ينقله هذه النقلة قبله ولا بعده أحد من أصحاب الدعوات... إن عمله هذا لكاف لتخويله المكان الأسنى بين صفوف الأخيار الخالدين، فما من أحد يضن على صاحب هذا العمل بالتوقير ثم يجود بالتوقير على اسم إنسان. إلا أننا نمضى خطوة وراء هذا، حين نقول إن التعظيم حق ""لعبقرية محمد"" ولو لم تقترن بعمل محمد.. لأن العبقرية قيمة فى النفس قبل أن تبرزها الأعمال، ويكتب لها التوفيق، وهى وحدها قيمة يغالى بها التقويم.. فإذا رجح بمحمد ميزان العبقرية، وميزان العمل، وميزان العقيدة؛ فهو نبى عظيم وبطل عظيم وإنسان عظيم. وحسبنا من كتابنا هذا أن يكون بناناً تومىء إلى تلك العظمة فى آفاقها، فإن البنان لأقدر على الإشارة من الباع على الإحاطة، وأفضل من عجز المحيط طاقة المشير..","206 pages, Paperback",Arabic,"January 1, 1941"
22,عابر سرير,Ahlam Mosteghanemi,"3.59 avg rating — 14,333 ratings",https://www.goodreads.com/book/show/2501453._,3.59,"14,333 ratings",832 reviews,"كل ما أدريه أنني مذ غادرت الجزائر ما عدت ذلك الصحافي ولا المصوّر الذي كنته. أصبحت بطلاً في رواية، أو في فيلم سينمائي يعيش على أهبة مباغتة؟ جاهزاً لأمر ما.. لفرح طارئ أو لفاجعة مرتقبة. نحن من بعثرتهم قسنطينة، ها نحن نتواعد في عواصم الحزن وضواحي الخوف الباريسي. حتى من قبل أن نلتقي حزنت من أجل ناصر، من أجل اسم أكبر من أن يقيم ضيفاً في ضواحي التاريخ، لأن أباه لم يورثه شيئاً عدا اسمه، ولأن البعض صنع من الوطن ملكاً عقارياً لأولاده، وأدار البلاد كما يدير مزرعة عائلية تربي في خرائبها القتلة، بينما يتشرد شرفاء الوطن في المنافي. جميل ناصر، كما تصورته كان. وجميلاً كان لقائي به، وضمة منه احتضنت فيها التاريخ والحبّ معاً، فقد كان نصفه سي الطاهر ونصفه حياة. كانت شقته على بساطتها مؤثثة بدفء عن استعاض بالأثاث الجميل عن خسارة ما، ومن استعان بالموسيقى القسنطينية ليغطي على نواح داخلي لا يتوقف... رحت أسأل ناصر عن أخباره وعن سفره من ألمانيا إلى باريس إن كان وجد فيه مشقة. ردّ مازحاً: كانت الأسئلة أطول من المسافة! ثم أضاف أقصد الإهانات المهذبة التي تقدم إليك من المطارات على شكل أسئلة قال مراد مازحاً: واش تريد يا خويا.."" وجه الخروف معروف""! ردّ ناص: معروف بماذا؟ بأنه الذئب؟ أجاب مراد: إن لم تكن الذئب، فالذئاب كثيرة هذه الأيام. ولا أرى سبباً لغضبك. هنا على الأقل لا خوف عليك ما دمت بريئاً. ولا تشكل خطراً على الآخرين. أما عندنا فحتى البريء لا يضمن سلامته! ردّ ناصر متذمراً: نحن نفاصل بين موت وآخر، وذلّ وآخر، لا غير. في الجزائر يبحثون عنك لتصفيتك جسدياً. عذابك يدوم زمن اختراق رصاصة. في أوروبا بذريعة إنقاذك من القتلة يقتلونك عرياً كل لحظة، ويطيل من عذابك أن العري لا يقتل بل يجردك من حميميتك ويغتالك مهانة. تشعر أنك تمشي بين الناس وتقيم بينهم لكنك لن تكون منهم، أنت عارٍ ومكشوف ومشبوه بسبب اسمك، وسحنتك ودينك. لا خصوصية لك برغم أنك في بلد حر. أنت تحب وتعمل وتسافر وتنفق بشهادة الكاميرات وأجهزة التنصت وملفات الاستخبارات"".","319 pages, Paperback",Arabic,"January 1, 2003"
